Wall time,Step,Value
1522189506.2664652,0,3.8223700523376465
1522194052.3765733,1,3.080239772796631
1522198598.6204016,2,2.845993995666504
1522203172.1721249,3,2.71927547454834
1522207729.7826893,4,2.6256496906280518
1522212315.2396383,5,2.5528512001037598
1522216934.187575,6,2.506444215774536
1522220875.2739522,7,2.4735183715820312
1522225024.0646987,8,2.4520440101623535
1522229470.7907088,9,2.428743362426758
1522233443.919562,10,2.40836501121521
1522237157.580889,11,2.3856613636016846
