Wall time,Step,Value
1522172584.8816555,0,3.6114277839660645
1522174635.195485,1,2.974515199661255
1522176569.5637248,2,2.771970748901367
1522178491.1055505,3,2.6668925285339355
1522180420.8243687,4,2.587303876876831
1522182371.6665404,5,2.5365209579467773
1522184289.2042732,6,2.4976015090942383
1522186208.6677325,7,2.46325421333313
1522188100.8455386,8,2.4370522499084473
1522189992.9877465,9,2.425759792327881
1522191860.2713282,10,2.4093146324157715
1522193720.416115,11,2.3931829929351807
