Wall time,Step,Value
1521668562.846813,0,3.296276807785034
1521669927.3906355,1,2.876535177230835
1521671467.3489249,2,2.8093454837799072
1521673077.9001062,3,2.760852098464966
1521674571.967839,4,2.7243077754974365
1521675917.2292845,5,2.6820778846740723
1521677293.5859587,6,2.6611757278442383
1521678931.3226547,7,2.6349077224731445
1521680521.9533923,8,2.6193337440490723
