Wall time,Step,Value
1521669172.0355365,0,3.657339572906494
1521670839.0151522,1,3.097121238708496
1521672522.2133496,2,2.940451145172119
1521674172.6747367,3,2.849748134613037
1521675805.5150075,4,2.780139446258545
1521677444.726108,5,2.7349929809570312
1521679157.2581136,6,2.697434186935425
1521680851.9301376,7,2.6659090518951416
1521682500.3232946,8,2.6427993774414062
1521684170.6213377,9,2.6160874366760254
1521685867.9238832,10,2.60081148147583
