Wall time,Step,Value
1521837076.8584116,0,3.5625767707824707
1521839601.6588001,1,2.979886293411255
1521842102.0985365,2,2.803103446960449
1521844606.461283,3,2.6905710697174072
1521847078.1836457,4,2.6071436405181885
1521849655.2275307,5,2.537895679473877
1521852211.7562397,6,2.4699208736419678
1521854765.3130393,7,2.4175608158111572
1521857323.1455367,8,2.381098508834839
1521859854.639359,9,2.347228765487671
