Wall time,Step,Value
1522699093.0018106,0,3.7450528144836426
1522707593.3207858,1,3.194129467010498
1522716586.808504,2,3.09942889213562
1522725614.640291,3,3.1200737953186035
1522734589.5305994,4,3.1622512340545654
1522743172.8666801,5,3.2608067989349365
1522752279.97545,6,3.2802248001098633
