Wall time,Step,Value
1521670827.1686907,0,3.4715869426727295
1521674037.5075552,1,3.0575361251831055
1521677324.4890063,2,2.9923465251922607
1521680728.41292,3,2.9268813133239746
1521684084.0699475,4,2.882784128189087
1521687474.1317697,5,2.838029623031616
1521690407.5357263,6,2.7934153079986572
1521693527.3260992,7,2.774243116378784
1521696649.765988,8,2.7520151138305664
1521699716.8947988,9,2.730459451675415
1521702718.4394214,10,2.7041642665863037
