Wall time,Step,Value
1522098417.065696,0,3.633789539337158
1522100215.384485,1,3.0757558345794678
1522101997.2617795,2,2.924344778060913
1522103786.7081985,3,2.8418426513671875
1522105548.8211231,4,2.7831223011016846
1522107314.4691896,5,2.7412052154541016
1522109079.7857041,6,2.7013039588928223
1522110771.9813983,7,2.6814589500427246
1522112466.604167,8,2.6675000190734863
1522114145.512894,9,2.645618438720703
1522115913.3113863,10,2.6289620399475098
